Sample	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed	MACS2_mqc-generalstats-macs2-d	MACS2_mqc-generalstats-macs2-treatment_redundant_rate	Picard_mqc-generalstats-picard-PERCENT_DUPLICATION	Trimmomatic_mqc-generalstats-trimmomatic-dropped_pct	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Bowtie 2 / HiSAT2_mqc-generalstats-bowtie_2_hisat2-overall_alignment_rate
D200inmature_S13	14770495	14770495	164.0	0.0	0.125166							
D200inmature_S13_R1_001						0.37	25.874631492671938	52.0	38.0	9.090909090909092	10673960.0	
D200inmature_S13_R2_001							24.70765291435407	52.0	38.0	9.090909090909092	10673960.0	
D200inmature_S13_bulkATAC.err												94.15
D200inmature_S13_trim1							24.66914488342796	52.0	37.95800268522927	9.090909090909092	10213653.0	
D200inmature_S13_trim2							23.48071081441418	52.0	37.931673711648514	9.090909090909092	10213653.0	
D202inmature_S37	21586272	21051190	161.0	0.0	0.134636							
D202inmature_S37_R1_001						0.25	25.176555221496287	52.0	38.0	9.090909090909092	11200101.0	
D202inmature_S37_R2_001							24.462480469594666	52.0	38.0	9.090909090909092	11200101.0	
D202inmature_S37_bulkATAC.err												97.52
D202inmature_S37_trim1							23.764804008019212	52.0	37.94869127934643	9.090909090909092	10793136.0	
D202inmature_S37_trim2							23.12159552528928	52.0	37.92675789501772	9.090909090909092	10793136.0	
D2206-5_S15	15755434	14242382	202.0	0.0	0.06282							
D2206-5_S15_R1_001						0.31	20.025753047826385	54.0	38.0	9.090909090909092	8183459.0	
D2206-5_S15_R2_001							18.933289778213805	54.0	38.0	9.090909090909092	8183459.0	
D2206-5_S15_bulkATAC.err												90.4
D2206-5_S15_trim1							18.844780725295294	54.0	37.95332454821619	9.090909090909092	7877717.0	
D2206-5_S15_trim2							18.03810492896308	54.0	37.94189915682424	9.090909090909092	7877717.0	
ImmatureB_ATAC_D210_S12	11801192	11483114	209.0	0.0	0.101988							
ImmatureB_ATAC_D210_S12_R1_001						0.43	19.84739440057149	53.0	38.0	9.090909090909092	6211629.0	
ImmatureB_ATAC_D210_S12_R2_001							18.933032632888995	53.0	38.0	9.090909090909092	6211629.0	
ImmatureB_ATAC_D210_S12_bulkATAC.err												97.3
ImmatureB_ATAC_D210_S12_trim1							18.565624032193824	53.0	37.940625489357345	9.090909090909092	5900596.0	
ImmatureB_ATAC_D210_S12_trim2							17.714093417524225	53.0	37.91020279985276	9.090909090909092	5900596.0	
ImmatureB_ATAC_D211_S53	14441586	14441586	211.0	0.0	0.10515							
ImmatureB_ATAC_D211_S53_R1_001						0.32	29.18167040151812	57.0	38.0	9.090909090909092	10249718.0	
ImmatureB_ATAC_D211_S53_R2_001							27.8776152722578	57.0	38.0	9.090909090909092	10249718.0	
ImmatureB_ATAC_D211_S53_bulkATAC.err												92.62
ImmatureB_ATAC_D211_S53_trim1							27.717795094885616	57.0	37.94571803202187	9.090909090909092	9857325.0	
ImmatureB_ATAC_D211_S53_trim2							26.882809256191393	56.0	37.936433870243704	9.090909090909092	9857325.0	
ImmatureB_ATAC_D212_S41	13057204	13057204	205.0	0.0	0.071455							
ImmatureB_ATAC_D212_S41_R1_001						0.33	18.503320544140692	53.0	38.0	9.090909090909092	8862869.0	
ImmatureB_ATAC_D212_S41_R2_001							17.650349413311474	53.0	38.0	9.090909090909092	8862869.0	
ImmatureB_ATAC_D212_S41_bulkATAC.err												93.72
ImmatureB_ATAC_D212_S41_trim1							17.581524209525696	53.0	37.95424758544402	9.090909090909092	8524031.0	
ImmatureB_ATAC_D212_S41_trim2							16.861874571667045	53.0	37.93521856032668	9.090909090909092	8524031.0	
ImmatureB_ATAC_D213_S29	8181872	8181872	203.0	0.0	0.06857							
ImmatureB_ATAC_D213_S29_R1_001						0.36	20.713597358557095	56.0	38.0	9.090909090909092	5771504.0	
ImmatureB_ATAC_D213_S29_R2_001							19.747441214073916	56.0	38.0	9.090909090909092	5771504.0	
ImmatureB_ATAC_D213_S29_bulkATAC.err												89.79
ImmatureB_ATAC_D213_S29_trim1							19.598726937939915	56.0	37.950348750904226	9.090909090909092	5518552.0	
ImmatureB_ATAC_D213_S29_trim2							18.696064949974527	56.0	37.92904026273559	9.090909090909092	5518552.0	
ImmatureB_ATAC_D214_S17	9282652	8818756	209.0	0.0	0.107035							
ImmatureB_ATAC_D214_S17_R1_001						0.34	26.286315319525983	55.0	38.0	9.090909090909092	4837745.0	
ImmatureB_ATAC_D214_S17_R2_001							25.346956909435463	55.0	38.0	9.090909090909092	4837745.0	
ImmatureB_ATAC_D214_S17_bulkATAC.err												95.0
ImmatureB_ATAC_D214_S17_trim1							25.098835994047974	55.0	37.949013924038084	9.090909090909092	4641326.0	
ImmatureB_ATAC_D214_S17_trim2							24.432330064702143	55.0	37.934354966662546	9.090909090909092	4641326.0	
