Sample	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed	MACS2_mqc-generalstats-macs2-d	MACS2_mqc-generalstats-macs2-treatment_redundant_rate	Picard_mqc-generalstats-picard-PERCENT_DUPLICATION	Trimmomatic_mqc-generalstats-trimmomatic-dropped_pct	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	Bowtie 2 / HiSAT2_mqc-generalstats-bowtie_2_hisat2-overall_alignment_rate
CLP_ATAC_D210_S7	13694806	13431990	211.0	0.0	0.097093							
CLP_ATAC_D210_S7_R1_001						0.39	18.523354032021615	52.0	38.0	9.090909090909092	7197561.0	
CLP_ATAC_D210_S7_R2_001							17.45588149193982	52.0	38.0	9.090909090909092	7197561.0	
CLP_ATAC_D210_S7_bulkATAC.err												98.08
CLP_ATAC_D210_S7_trim1							17.348380548251725	52.0	37.94267724566525	9.090909090909092	6847403.0	
CLP_ATAC_D210_S7_trim2							16.39441662157789	52.0	37.91250084155993	9.090909090909092	6847403.0	
CLP_ATAC_D211_S50	15676456	15095208	204.0	0.0	0.083253							
CLP_ATAC_D211_S50_R1_001						0.31	20.827183359465025	54.0	38.0	9.090909090909092	8172267.0	
CLP_ATAC_D211_S50_R2_001							19.65608008034468	54.0	38.0	9.090909090909092	8172267.0	
CLP_ATAC_D211_S50_bulkATAC.err												96.29
CLP_ATAC_D211_S50_trim1							19.879255542621706	54.0	37.950201882364226	9.090909090909092	7838228.0	
CLP_ATAC_D211_S50_trim2							18.967895621039204	54.0	37.93490862985869	9.090909090909092	7838228.0	
CLP_ATAC_D212_S38	10397108	10397108	206.0	0.0	0.091039							
CLP_ATAC_D212_S38_R1_001						0.31	19.717918121961603	55.0	38.0	9.090909090909092	7346646.0	
CLP_ATAC_D212_S38_R2_001							18.69807979235324	55.0	38.0	9.090909090909092	7346646.0	
CLP_ATAC_D212_S38_bulkATAC.err												91.73
CLP_ATAC_D212_S38_trim1							18.867640590294286	55.0	37.954061556523826	9.090909090909092	7047409.0	
CLP_ATAC_D212_S38_trim2							17.963306918155823	55.0	37.9329450014892	9.090909090909092	7047409.0	
CLP_ATAC_D213_S26	14118334	12976180	206.0	0.0	0.093073							
CLP_ATAC_D213_S26_R1_001						0.32	20.718119083133573	55.0	38.0	9.090909090909092	7370694.0	
CLP_ATAC_D213_S26_R2_001							19.646951809506533	55.0	38.0	9.090909090909092	7370694.0	
CLP_ATAC_D213_S26_bulkATAC.err												91.91
CLP_ATAC_D213_S26_trim1							19.824410944906504	54.0	37.95441671800653	9.090909090909092	7059167.0	
CLP_ATAC_D213_S26_trim2							18.990134609896742	54.0	37.930069794353926	9.090909090909092	7059167.0	
CLP_ATAC_D214_S14	8269975	8269975	198.0	0.0	0.099332							
CLP_ATAC_D214_S14_R1_001						0.29	20.55060574420611	53.0	38.0	9.090909090909092	5706590.0	
CLP_ATAC_D214_S14_R2_001							19.608681906534002	53.0	38.0	9.090909090909092	5706590.0	
CLP_ATAC_D214_S14_bulkATAC.err												97.1
CLP_ATAC_D214_S14_trim1							19.869059185877376	53.0	37.95117636869439	9.090909090909092	5478597.0	
CLP_ATAC_D214_S14_trim2							19.1018510138436	52.0	37.93506713488873	9.090909090909092	5478597.0	
CLP_ATAC_D215_S2	11113133	11113133	211.0	0.0	0.067299							
CLP_ATAC_D215_S2_R1_001						0.31	17.04178806085703	53.0	38.0	9.090909090909092	7210721.0	
CLP_ATAC_D215_S2_R2_001							16.278835142035106	53.0	38.0	9.090909090909092	7210721.0	
CLP_ATAC_D215_S2_bulkATAC.err												97.58
CLP_ATAC_D215_S2_trim1							16.374525011454125	53.0	37.95515350051134	9.090909090909092	6928902.0	
CLP_ATAC_D215_S2_trim2							15.732599211430866	53.0	37.93437589390065	9.090909090909092	6928902.0	
D201CLP_S22	10014429	10014429	172.0	0.0	0.150585							
D201CLP_S22_R1_001						0.26	21.714794803853394	50.0	38.0	9.090909090909092	7363554.0	
D201CLP_S22_R2_001							20.965753217740854	50.0	38.0	9.090909090909092	7363554.0	
D201CLP_S22_bulkATAC.err												95.38
D201CLP_S22_trim1							20.58003772547245	50.0	37.957248784987044	9.090909090909092	7099307.0	
D201CLP_S22_trim2							19.86319918835558	50.0	37.93656662544668	9.090909090909092	7099307.0	
D202CLP_S34	14837992	14837992	155.0	0.0	0.211507							
D202CLP_S34_R1_001						0.29	32.71371569172801	54.0	38.0	9.090909090909092	11547355.0	
D202CLP_S34_R2_001							31.31737231893348	54.0	38.0	9.090909090909092	11547355.0	
D202CLP_S34_bulkATAC.err												95.74
D202CLP_S34_trim1							31.211760400638994	54.0	37.958995235802725	9.090909090909092	11062934.0	
D202CLP_S34_trim2							29.817474402127445	54.0	37.93282360719137	9.090909090909092	11062934.0	
D2206-2_S12	9681556	8625300	199.0	0.0	0.055267							
D2206-2_S12_R1_001						0.28	14.998192083851904	54.0	38.0	9.090909090909092	5021642.0	
D2206-2_S12_R2_001							14.241513190974501	54.0	38.0	9.090909090909092	5021642.0	
D2206-2_S12_bulkATAC.err												89.09
D2206-2_S12_trim1							14.079845630708164	54.0	37.94772968312118	9.090909090909092	4840778.0	
D2206-2_S12_trim2							13.532387282727171	54.0	37.93723632854058	9.090909090909092	4840778.0	
